vestibular,questão,alternativa_a,alternativa_b,alternativa_c,alternativa_d,alternativa_e,alternativa_correta,area_conhecimento,alternativa escolhida pela ia,resposta original,modelo,processing time,temperature used during test,parser_antigo
UNICAMP 26,"Em um jogo de videogame sobre guerra, cada jogador deve
montar sua tropa escolhendo 100 combatentes. Ele tem à sua
disposição dois tipos de combatentes, soldados e estrategistas,
que possuem duas habilidades, astúcia e força, com as seguin-
tes pontuações:  o soldado tem 30 pontos de astúcia e 70 pontos de força.  o estrategista tem 80 pontos de astúcia e 20 pontos de força.  A força total da tropa é a soma das pontuações de força de
cada um dos combatentes, e a astúcia total da tropa é a soma
das pontuações de astúcia de cada um dos combatentes.   Para montar uma tropa de modo a obter as mesmas pontua-
ções de força total e de astúcia total, quantos soldados e quan-
tos estrategistas devem ser escolhidos?",70 soldados e 30 estrategistas,60 soldados e 40 estrategistas,50 soldados e 50 estrategistas,40 soldados e 60 estrategistas,,B,Matemática,B,"Para resolver essa questão, vamos definir as variáveis:
*   $S$ = número de soldados
*   $E$ = número de estrategistas

Temos as seguintes informações do enunciado:
1.  O total de combatentes é 100:
    $S + E = 100$

2.  Pontuações individuais:
    *   Soldado: Astúcia = 30, Força = 70
    *   Estrategista: Astúcia = 80, Força = 20

3.  O objetivo é que a Astúcia Total seja igual à Força Total.

Vamos calcular as equações para o total de cada habilidade:
*   Astúcia Total = $30S + 80E$
*   Força Total = $70S + 20E$

Igualando as duas:
$30S + 80E = 70S + 20E$

Agora, vamos resolver essa equação:
$80E - 20E = 70S - 30S$
$60E = 40S$

Podemos simplificar dividindo ambos os lados por 20:
$3E = 2S$
Ou seja, $S = 1,5E$.

Agora substituímos isso na primeira equação ($S + E = 100$):
$(1,5E) + E = 100$
$2,5E = 100$
$E = 100 / 2,5$
$E = 40$

Se $E = 40$, então:
$S = 100 - 40$
$S = 60$

Portanto, precisamos de 60 soldados e 40 estrategistas.

Verificando nas alternativas:
A) 70 soldados e 30 estrategistas
B) 60 soldados e 40 estrategistas
C) 50 soldados e 50 estrategistas
D) 40 soldados e 60 estrategistas

A resposta correta é a letra B.

B",gemini/gemini-3-pro-preview,12.0357,1,P
UNICAMP 26,"É advogado com d mudo, estúpida!
Mirian Goldenberg
Antropóloga e professora da Universidade Federal do Rio de Janei-
ro, é autora de “A Invenção de uma Bela Velhice”  Fiz um vídeo para o Instagram sobre a minha coluna intitula-
da No dia 1º de abril, quase caí no golpe do ‘falso advogado’.
No vídeo, confessei que quase morri de vergonha por quase ter
caído em um golpe no Dia da Mentira.
Fiquei triste quando li alguns dos comentários sobre o vídeo:
“AdEvogado?; “Não é adevogado que fala”; “A desinforma-
da que fala adêvogado aprendeu o que é golpe de verdade
kkkk”; “Adevogado? Pode isso? Uma ‘intelequitual’ brasileira
da linha de frente falando assim?”; “Um currículo e tanto e
falando adevogado?; “Chamou de adEvogado. Então não foi
difícil entender por que caiu em golpe... Eu teria é vergonha de
falar adEvogado”; “A palavra ‘advogado’ se pronuncia ‘advo-
gado’, com o ‘d’ mudo. A pronúncia adevogado é um erro de
ortoépia”; “É advogado com ‘d’ mudo, estúpida!”.
Perguntei ao meu marido, que editou o vídeo, por que ele
não me falou nada. Ele respondeu: “Porque eu acho bonitinho.
Você é filha de advogado e tem dois irmãos advogados. Des-
de menina aprendeu a falar assim. Não é fácil falar ‘advogado’
com o ‘d’ mudo. Eu falo advogado com ‘i’: adivogado. Será que
alguém consegue falar advogado com o ‘d’ mudo?”
Da próxima vez que fizer uma denúncia importante, vou ten-
tar falar advogado com o “d” mudo. Será que vou conseguir?   Considerando que consoantes mudas não são seguidas de uma
vogal, e levando em conta as duas pronúncias para advogado
mencionadas no texto, as críticas reproduzidas no segundo pa-
rágrafo revelam","preconceito linguístico, já que os comentários negativos fo-
ram motivados pelo fato de a autora ter um baixo nível de
escolaridade.","desconhecimento linguístico, uma vez que a palavra advo-
gado não é pronunciada com “d” mudo no português bra-
sileiro.","negacionismo linguístico, pois os críticos não reconhecem
que a pronúncia adevogado é a mais comum na norma cul-
ta.","correção linguística, porque só uma das duas pronúncias
ocorre no português, enquanto a outra é um desvio foné-
tico.",,B,Linguagens (Língua Portuguesa/Linguística),E,E,gemini/gemini-3-pro-preview,9.689,1,E
UNICAMP 26,"A rua é nóix! Sempre com letra minúscula, porque não é o Nós
da totalidade, uma vez que não sabemos exatamente quem ou
quantos somos, quem faz parte ou não, quem está dentro ou
fora. Mas, se pegar para um, vai pegar pra geral. O nóix é sem-
pre mais que um. Mesmo sozinho, na missão, existe algo para
além da presença física do eu e do outro. Assumindo nossas
ancestralidades, convivemos com os espíritos daqueles que já
se foram. O nóix opera pela lógica dos bondes de galera, do
lado A ou lado B. Quem é amigo fecha com a gente, quem é
alemão rala. Porque o fechamento é o fundamento ético das
ruas. Recebe-se quem chega de boa, na paz, mas, se vacila, vai.
Com i e x, o nóix demarca um sotaque, um registro local, um
lugar, o Pretuguês de Lélia Gonzalez. Desobedecendo à instituída norma culta, o nóix – escrito ou falado – revela sua potên-
cia operando à margem da obediência à linguagem fonética
dominante. O nóix é a potência da contaminação diferencial
das diversidades de um povo em tempos e espaços múltiplos,
que se repete numa atmosfera espectral que ultrapassa a lógica
temporal predominante.   Sobre a diferença que o texto estabelece entre Nós e nóix, po-
demos afirmar que está relacionada a uma distinção","sociocultural, pois esses termos se referem a grupos demar-
cados distintamente: enquanto Nós é bem delimitado, nóix
diz respeito a uma coletividade difusa, mas marcada por
compartilhar vivências específicas.","gramatical, pois esses termos não pertencem à mesma clas-
se de palavras: enquanto Nós é um pronome típico da nor-
ma culta, nóix é um substantivo popular que serve à expres-
são da diversidade.","histórica, pois esses termos caracterizam os indivíduos em
função do seu passado: enquanto Nós abrange aqueles sem
ancestralidade, nóix reúne os que assumem os ancestrais
como parte de sua história.","política, pois esses termos revelam uma polarização na for-
ma de se relacionar com o poder: enquanto Nós simboliza
o apoio à opressão social, nóix caracteriza uma rejeição aos
poderes instituídos.",,A,Linguagens (Língua Portuguesa/Linguística),A,A,gemini/gemini-3-pro-preview,8.0644,1,A
UNICAMP 26,"A rua é nóix! Sempre com letra minúscula, porque não é o Nós
da totalidade, uma vez que não sabemos exatamente quem ou
quantos somos, quem faz parte ou não, quem está dentro ou
fora. Mas, se pegar para um, vai pegar pra geral. O nóix é sem-
pre mais que um. Mesmo sozinho, na missão, existe algo para
além da presença física do eu e do outro. Assumindo nossas
ancestralidades, convivemos com os espíritos daqueles que já
se foram. O nóix opera pela lógica dos bondes de galera, do
lado A ou lado B. Quem é amigo fecha com a gente, quem é
alemão rala. Porque o fechamento é o fundamento ético das
ruas. Recebe-se quem chega de boa, na paz, mas, se vacila, vai.
Com i e x, o nóix demarca um sotaque, um registro local, um
lugar, o Pretuguês de Lélia Gonzalez. Desobedecendo à instituída norma culta, o nóix – escrito ou falado – revela sua potên-
cia operando à margem da obediência à linguagem fonética
dominante. O nóix é a potência da contaminação diferencial
das diversidades de um povo em tempos e espaços múltiplos,
que se repete numa atmosfera espectral que ultrapassa a lógica
temporal predominante.    A partir das análises de Lélia Gonzalez – intelectual, professora
universitária, mulher, negra e feminista – conseguimos compre-
ender quão extensa é a introdução de palavras e termos de ori-
gens africanas na nossa língua. O Pretuguês é, então, parte da
africanização da língua portuguesa brasileira. As pessoas negras
escravizadas resistiam de inúmeras formas, lutando, fugindo,
se organizando, mas também através da fala, no jeito de agir e
na forma de viver que se enraizou na maneira de ser de todo o
Brasil. E isso vem da ancestralidade, é o passar do conhecimen-
to através do tempo e das relações de respeito pelo que veio
antes, através do cântico antigo, da reza falada, da contação
de história que os entrelaços linguísticos vão formando. Muitos
vocábulos estão tão acomodados no nosso idioma que sequer
paramos para pensar sua origem e seu significado. Mas são de
origem africana, como dengo, quitanda, cafuné, muvuca, ca-
çula e axé.   Considerando esse texto, a menção ao “Pretuguês de Lélia
Gonzalez” no artigo de Marcelo José Derzi Moraes, apresenta-
do na questão anterior, ocorre pelo fato de nóix ser","um vocábulo introduzido no Brasil pelos africanos escraviza-
dos, da mesma forma que outras palavras de origem africa-
na acomodadas na língua.","uma expressão identitária que serve para demarcar os ne-
gros brasileiros e segregá-los dos demais grupos étnico-ra-
ciais que compõem o país.","uma marca linguística associada a um grupo cujos ancestrais
reúnem aqueles que contribuíram para a africanização do
português brasileiro.","um traço dialetal característico dos sotaques urbanos brasi-
leiros que são fortemente marcados pela presença de pala-
vras africanas.",,C,Linguagens (Língua Portuguesa/Linguística),C,C,gemini/gemini-3-pro-preview,11.6492,1,C
UNICAMP 26,"Em seu ensaio “A vida não é útil”, Ailton Krenak elege Carlos
Drummond de Andrade como um de seus “escudos”. Ele cita
a última estrofe de “O Homem; as Viagens”, poema publicado
em As impurezas do Branco (1973). Reproduzimos, a seguir, a
primeira e a segunda estrofe desse poema:  “O Homem; as Viagens O homem, bicho da Terra tão pequeno
chateia-se na Terra
lugar de muita miséria e pouca diversão,
faz um foguete, uma cápsula, um módulo
toca para a Lua
desce cauteloso na Lua
pisa na Lua
planta bandeirola na Lua
experimenta a Lua
coloniza a Lua
civiliza a Lua
humaniza a Lua.  Lua humanizada: tão igual à Terra.
O homem chateia-se na Lua.
Vamos para Marte – ordena a suas máquinas.
Elas obedecem, o homem desce em Marte
pisa em Marte
experimenta
coloniza
civiliza
humaniza Marte com engenho e arte.  Marte humanizado, que lugar quadrado. (...)”    Em relação às reflexões de Ailton Krenak, é correto afirmar que
esse trecho do poema","responsabiliza a ciência e tecnologia, desgastadas em seus
valores, pela corrosão das relações nas sociedades contem-
porâneas.","mostra que os Homens, guiados pela ideia de progresso,
não adotam uma postura consciente em relação ao seu es-
paço.","evidencia que a Terra, desgastada em seus valores, foi supe-
rada pelos elementos da conquista espacial.","identifica a aniquilação das sociedades contemporâneas nos
programas de governos persuadidos pelo progresso.",,B,Linguagens (Literatura),B,B,gemini/gemini-3-pro-preview,10.0527,1,B
UNICAMP 26,"Leia os textos 1 e 2.   Texto 1
Aos óculos Só fingem que põem
o mundo ao alcance
dos meus olhos míopes. Na verdade, me exilam
dele com filtrar-lhe
a menor imagem. Já não vejo as coisas
como são: vejo-as como eles querem
que as veja. Logo, são eles que veem,
não eu que, mesmo cônscio
do logro, lhes sou grato por anteciparem em mim
o Édipo curioso
de suas próprias trevas.    Texto 2
“Do grego odé e do latim ōde (ou ōda), a ode era, na antigui-
dade clássica, um poema destinado a ser cantado, ou um canto
alegre, triste ou lírico. Era um poema de alguma extensão, de
elevado assunto ou nobre, expressando sentimentos ilustres,
em homenagem a algo ou a alguém. Apresentava também a
elaboração estrófica, bem como estilo formal nobre e cerimo-
nioso”.    É correto afirmar que a ode mínima de José Paulo Paes reelabo-
ra a definição clássica de “ode” ao","respeitar a elevação do assunto, a nobreza do tom e os sen-
timentos ilustres.","utilizar-se de um tom elevado e cerimonioso para a home-
nagem.","dirigir-se a um objeto, vinculando-se ao gênero canção po-
pular.","celebrar um objeto fundamental, os óculos, e não algo/al-
guém ilustre.",,D,Linguagens (Literatura),D,D,gemini/gemini-3-pro-preview,10.2499,1,D
UNICAMP 26,"No conto “Réplica”, que integra a coletânea No seu pescoço,
de Chimamanda Adichie, a protagonista vive","o choque cultural, consequente das diásporas africanas con-
temporâneas, reelaborado pelas observações de Nkem.","as contradições culturais, consequentes do processo de re-
colonização da Nigéria, expressas pelos negócios ilícitos de
Obiora.","a opressão feminina, consequente da falência do modelo
africano de sororidade, como no relato de Ijemamaka.","o sentimento de nacionalismo, consequente das saudades
de práticas culturais, como no estranhamento dos vizinhos
brancos (povo oyibo).",,A,Linguagens (Literatura),A,A,gemini/gemini-3-pro-preview,9.5403,1,A
UNICAMP 26,"Leia a citação a seguir, extraída do conto “Pera, uva ou maçã?”,
publicado no livro Morangos mofados, de Caio Fernando
Abreu, e assinale a alternativa correta sobre o excerto.   Foi então que vi aquelas ameixas e achei tão bonitas e tão
vermelhas que pedi um quilo e era minha última grana certo
porque meus pais não me dão nada e daí eu pensei assim se
comprar essas ameixas agora vou ter que voltar a pé para casa
mas que importa volto a pé mesmo pode ser até que acorde um
pouco e aquela coisa lá longe volte pra perto de mim e então eu
vinha caminhando devagarinho as ameixas eu não conseguia
parar de comer sabe já tinha comido acho que umas seis estava
toda melada quando dobrei a esquina aqui da rua e ia saindo
um caixão de defunto do sobrado amarelo na esquina certo
acho que era um caixão cheio quer dizer com defunto dentro
porque ia saindo e não entrando certo e foi bem na hora que
eu dobrei não deu tempo de parar nem de desviar daí então
eu tropecei no caixão e as ameixas todas caíram assim paf! na
calçada e foi aí que eu reparei naquelas pessoas todas de preto
e óculos escuros e lenços no nariz e uma porrada de coroas de
flores devia ser um defunto muito rico certo e aquele carro fú-
nebre ali parado e só aí eu entendi que era um velório.  ","A presença de orações como “foi então que vi”, “foi aí que
eu reparei” e “só aí eu entendi” cria um efeito de retarda-
mento da narrativa, o que reflete o estado psicológico de
apatia da personagem que fala.","A ausência de pontuação cria um efeito de aceleração da
narrativa, o que reflete o estado psicológico de ansiedade
da personagem que fala.","A presença de orações como “foi então que vi”, “foi aí que
eu reparei” e “só aí eu entendi” rompe a sequência tempo-
ral da narrativa, prejudicando o seu desenvolvimento lógico.","A ausência de pontuação desorganiza a sequência das
ações da personagem, o que reflete sua confusão e causa
uma ambiguidade de sentido em sua narrativa.",,B,Linguagens (Literatura),B,B,gemini/gemini-3-pro-preview,10.814,1,B
UNICAMP 26,"O sineiro era um preto velho e doido. Não fazia mais que tocar
o sino da capela, para a missa, aos domingos. O resto do tem-
po vivia calado ou resmungando. Ninguém lhe falava, embora
fosse manso. [...] Com a razão, perdera a convivência dos mais.
Vivia entregue aos pensamentos solitários, mergulhado na in-
consciência e na solidão. A moça representava aos olhos dele
alguma coisa mais do que uma simples criatura, era a sociedade
humana, e uma sombra de sombra da consciência antiga.  No enredo de Casa Velha, é possível afirmar que a cena em que
aparece a figura do sineiro cumpre o papel de","mostrar a solidariedade de classe desenvolvida por Lalau
que, sendo uma agregada, identifica seus interesses com os
do velho sineiro.","exibir o caráter caridoso de Dona Antônia, que mantém o
escravizado sob seus cuidados mesmo após deixar de ser útil
como trabalhador.","expor a Dona Antônia o sentimento existente entre Lalau e
seu filho, enquanto ele observa a compaixão da moça pelo
sineiro.","sugerir a complexidade da organização social característica
da Casa Velha, na qual se via representada toda a sociedade
humana.",,C,Linguagens (Literatura),C,C,gemini/gemini-3-pro-preview,11.9656,1,C
UNICAMP 26,"Leia os versos da canção abaixo e assinale a alternativa correta.  ALVORADA  Alvorada lá no morro, que beleza,
Ninguém chora, não há tristeza,
Ninguém sente dissabor.
O sol colorindo é tão lindo, é tão lindo.
E a natureza sorrindo, tingindo, tingindo.
Você também me lembra a alvorada
Quando chega iluminando
Meus caminhos tão sem vida.
E o que me resta
é bem pouco, quase nada,
do que ir assim vagando
numa estrada perdida.   ","O eu-lírico enfatiza a harmonia entre a cena idílica do morro
no momento da alvorada e a alegria de sua vida junto à
pessoa amada.","O eu-lírico enfatiza um contraste entre a alegria da alvora-
da no morro e a pobreza das pessoas que habitam aquele
espaço.","A alvorada no morro é, para o eu-lírico, como a imagem da
pessoa amada, que lhe traz alegria, apesar de sua desilusão
e desesperança.","A alvorada no morro funciona, no poema, como imagem
do futuro que pode ser transformado pelo amor, apesar das
condições de vida difíceis.",,C,Linguagens (Literatura/Arte),C,C,gemini/gemini-3-pro-preview,9.0318,1,C
UNICAMP 26,"Aviões são os únicos meios de transporte que cruzam continen-
tes em um dia. Apesar dos avanços em eficiência energética,
as aeronaves contribuem com 3,5% do aquecimento global.
Por isso, existe o interesse em substituir o querosene usado por
essas aeronaves por hidrogênio, com destaque para o uso do
hidrogênio líquido combustível. A tabela a seguir apresenta da-
dos desses dois tipos de combustíveis na aviação.  CombustívelEnergia
combustão
(kJ·mol−1)Densidade
do líquido
(g·cm−3)Massa molar
(g·mol−1)
Querosene*67450,804153
Hidrogênio2400,0712
* valores médios e aproximados.
Características como massa e volume da aeronave são fatores
importantes para seu desempenho. Levando em conta essa in-
formação, para uma mesma quantidade de energia gerada pelo
combustível, é correto afirmar que o hidrogênio é melhor que
o querosene, pois",sua razão energia por volume é maior.,o volume utilizado será menor.,sua razão energia por massa é maior.,a massa utilizada será maior.,,C,Ciências da Natureza (Química),C,"Para responder a esta questão, precisamos calcular a densidade de energia (energia por unidade de volume) e a energia específica (energia por unidade de massa) para ambos os combustíveis e compará-los.

Vamos usar os dados da tabela:

**1. Querosene:**
*   Energia de combustão: 6745 kJ/mol
*   Massa molar: 153 g/mol
*   Densidade: 0,804 g/cm³

*   **Energia por massa (Querosene):**
    $\frac{6745 \text{ kJ/mol}}{153 \text{ g/mol}} \approx 44,1 \text{ kJ/g}$

*   **Energia por volume (Querosene):**
    $44,1 \text{ kJ/g} \times 0,804 \text{ g/cm}^3 \approx 35,5 \text{ kJ/cm}^3$

**2. Hidrogênio:**
*   Energia de combustão: 240 kJ/mol
*   Massa molar: 2 g/mol
*   Densidade: 0,071 g/cm³

*   **Energia por massa (Hidrogênio):**
    $\frac{240 \text{ kJ/mol}}{2 \text{ g/mol}} = 120 \text{ kJ/g}$

*   **Energia por volume (Hidrogênio):**
    $120 \text{ kJ/g} \times 0,071 \text{ g/cm}^3 = 8,52 \text{ kJ/cm}^3$

**Análise das alternativas:**

O enunciado pergunta por que o hidrogênio seria ""melhor"" para uma mesma quantidade de energia gerada.

*   **Comparação por massa:** Para gerar a mesma energia, o hidrogênio fornece 120 kJ/g contra 44,1 kJ/g do querosene. Ou seja, o hidrogênio é muito mais eficiente em termos de massa (precisa-se de menos massa de hidrogênio). Portanto, sua **razão energia por massa é maior**.
*   **Comparação por volume:** O hidrogênio tem 8,52 kJ/cm³ contra 35,5 kJ/cm³ do querosene. O hidrogênio ocupa muito mais volume para a mesma energia.

Portanto, a vantagem do hidrogênio está na massa (ele é muito leve e energético por grama).

C",gemini/gemini-3-pro-preview,22.368,1,P
UNICAMP 26,"A Agência Nacional do Petróleo (ANP) é responsável por im-
plementar a política nacional de combustíveis e proteger os in-
teresses dos consumidores quanto a preço, qualidade e oferta
de produtos, além de especificar a qualidade dos derivados de
petróleo, do gás natural e de seus derivados e dos biocombus-
tíveis. Nesse sentido, a resolução ANP 907, de 2022, especifica
algumas características do Etanol Anidro Combustível (EAC),
do Etanol Hidratado Combustível (EHC) e do Etanol Hidratado
Combustível Premium (EHCP). Algumas dessas características
estão na tabela a seguir e nas alternativas.
CombustívelMassa Específica
(kg/m3)Teor Alcoólico
(% massa)
EAC791,5 (a)99,3 (b)
EHC(c)entre 92,5 e 94,6
EHCP(d)entre 95,5 e 96,5     Considerando que água e etanol formam uma mistura ideal,
para preencher corretamente essa tabela, as letras a, b, c e d
devem corresponder, respectivamente, a",máximo; mínimo; entre 805 e 811 e entre 800 e 803.,mínimo; máximo; entre 805 e 811 e entre 800 e 803.,máximo; mínimo; entre 800 e 803 e entre 805 e 811.,mínimo; máximo; entre 800 e 803 e entre 805 e 811.,,A,Ciências da Natureza (Química),A,A,gemini/gemini-3-pro-preview,10.8097,1,A
ENEM 25,"— Vejo, disse ele com algum acanhamento, que o doutor não
é nenhum pé-rapado, mas nunca é bom facilitar... Minha filha
Nocência fez 18 anos pelo Natal, e é rapariga que pela feição parece
moça de cidade, muito ariscazinha de modos, mas bonita e boa
deveras... Coitada, foi criada sem mãe, e aqui nestes fundões. [...]
— Ora muito que bem, continuou Pereira caindo aos poucos
na habitual garrulice, quando vi a menina tomar corpo, tratei
logo de casá-la.
— Ah! é casada? perguntou Cirino.
— Isto é, é e não é. A coisa está apalavrada. Por aqui costuma
labutar no costeio do gado para São Paulo um homem de mão-
cheia, que talvez o sr. conheça... o Manecão Doca...
— Não, respondeu Cirino abanando a cabeça.
— Pois isso é um homem às direitas, desempenado e trabucador
como ele só... fura estes sertões todos e vem tangendo pontes de
gado que metem pasmo. Também dizem que tem bichado muito
e ajuntado cobre grosso, o que é possível, porque não é gastador
nem dado a mulheres. Uma feita que estava aqui de pousada...
olhe, mesmo neste lugar onde estava mecê inda agorinha, falei-lhe
em casamento... isto é, dei-lhe uns toques... porque os pais devem
tomar isso a si para bem de suas famílias; não acha?
— Boa dúvida, aprovou Cirino, dou-lhe toda a razão; era
do seu dever.
TAUNAY, A. d’E. Inocência. Disponível em: www.dominiopublico.gov.br.
Acesso em: 29 fev. 2024.
Nesse trecho, ao se referir à sua filha, o pai de Inocência reproduz
os ideais românticos, presentes na",valorização do ambiente rural na formação moral da mulher.,figura decorativa da mulher ante o protagonismo masculino,equivalência de origem social para a harmonia do casal.,importância do dote como condição para o casamento.,aura de mistério sobre a identidade da jovem.,B,figura decorativa da mulher ante o protagonismo masculino.,B,B,gemini/gemini-3-pro-preview,8.4178,1,B
ENEM 25,"O Ministério do Esporte no Brasil lançou o programa Maré
Inclusiva, em 2024, ano dos Jogos Paralímpicos de Paris. Esse
programa visa ampliar as oportunidades para pessoas com
deficiência que desejam praticar o surf. O parasurf é a prática
do surf adaptada para permitir que pessoas com deficiência
pratiquem o esporte em todas as suas categorias, modalidades
e manifestações. Para a Secretaria Nacional do Paradesporto,
a iniciativa é mais do que um programa de esporte, é uma
iniciativa que busca transformar vidas e promover a inclusão por
meio do parasurf, criando um legado de igualdade e respeito.
Disponível em: www.gov.br/esporte. Acesso em: 6 set. 2024 (adaptado).
De acordo com esse texto, o programa voltado ao estímulo da
prática do parasurf evidencia a",adesão de diferentes países a programas inclusivos.,preocupação política em atender a demandas paralímpicas.,importância de uma política pública esportiva para a inclusão.,eficiência das iniciativas de inclusão em megaeventos esportivos.,"escassez de investimento em práticas corporais de aventura
na natureza.",C,importância de uma política pública esportiva para a inclusão.,C,C,gemini/gemini-3-pro-preview,7.8489,1,C
ENEM 25,"Art. 26-A. Nos estabelecimentos de ensino fundamental
e médio, oficiais e particulares, torna-se obrigatório o ensino
sobre História e Cultura Afro-Brasileira.
§ 1º O conteúdo programático a que se refere o caput deste
artigo incluirá o estudo da História da África e dos Africanos, a luta
dos negros no Brasil, a cultura negra brasileira e o negro na formação
da sociedade nacional, resgatando a contribuição do povo negro nas
áreas social, econômica e política pertinentes à História do Brasil.
§ 2º Os conteúdos referentes à História e Cultura Afro-
-Brasileira serão ministrados no âmbito de todo o currículo
escolar, em especial nas áreas de Educação Artística e de
Literatura e História Brasileiras.
BRASIL. Lei n. 10 639/2003. Disponível em: www.gov.br/planalto.
Acesso em: 5 maio 2024.
O emprego da norma-padrão é justificado nesse texto",pela especialização de seu público-alvo.,pela relevância cultural de seu conteúdo.,pelos contextos pedagógicos em que circula.,pela importância para os grupos étnico-raciais.,pelas características do gênero a que pertence.,E,pelas características do gênero a que pertence.,E,E,gemini/gemini-3-pro-preview,13.766,1,E
ENEM 25,"Símbolos
Eu e tu, ante a noite e o amplo desdobramento
do mar, fero, a estourar de encontro à rocha nua...
Um símbolo descubro aqui, neste momento
esta rocha, este mar... a minha vida e a tua.
O mar vem, o mar vai, nele há o gesto violento
de quem maltrata e, após, se arrepende e recua.
Como compreendo bem da rocha o sentimento!
São muito iguais, por certo, a minha mágoa e a sua.
Contemplo neste quadro a nossa triste vida;
tu és dúbio mar que, na sua inconsciência,
tem carinhos de amor e fúrias de demência!
Eu sou a dor estanque, a dor empedernida,
sou rocha a emergir de um côncavo de areia,
imóvel, muda, isenta e alheia ao mar, alheia. 
Nesse soneto, os traços da estética simbolista são resgatados
pelo eu lírico ao",rejeitar as emoções de “amor” e “mágoa”.,expressar a dubiedade do olhar sobre o outro.,representar o “eu” e o “tu” como sujeitos volúveis.,associar a sua inconsciência a elementos da natureza.,metaforizar o conflito amoroso nas imagens de “mar” e “rocha”.,E,metaforizar o conflito amoroso nas imagens de “mar” e “rocha”.,E,E,gemini/gemini-3-pro-preview,11.5062,1,E
ENEM 25,"Passando por aqui para lembrar algumas palavras, frases e expressões que nos infernizaram em 2023. Inclusive passando
por aqui. Se você for proativo, vai achar que é o novo normal. Estarão na sua zona de conforto. Mas, se for reativo como eu, vai
achar que é uma narrativa que precisa ser ressignificada.
É uma questão de empatia. É sobre entregar um discurso mais robusto e empoderado. Sei bem que não tenho lugar de fala
para harmonizar certos pontos fora da curva e que preciso aplicar toda a minha resiliência para fazer um realinhamento. O nível
de fitness está hoje num sarrafo muito alto.
O fato é que acho cringe essas falas fora da caixinha. Aliás, falar cringe já é meio cringe. Preciso usar a superação para me
reinventar e entender que resenha não tem mais a ver com futebol, é qualquer papo, desde que latente.
Pensando bem, não é tão difícil. Frases feitas são aquelas que entram por um ouvido e saem pelo outro sem um estágio
intermediário no cérebro. A boca fala por conta própria, dispensando-nos de pensar. E não tem problema nisso. Ou as ditas
frases se incorporam à língua ou morrem e nascem outras. A língua é assim. Simples assim.
CASTRO, R. Disponível em: www1.folha.uol.com.br. Acesso em: 3 fev. 2024 (adaptado).
Nesse texto, a estratégia empregada para criticar a constante exposição a palavras, frases e expressões automatizadas é o(a)",menção feita à efemeridade de alguns usos linguísticos aleatórios.,subjetividade marcada pela reflexão que se desenvolve em primeira pessoa.,efeito estilístico da repetição intencional da palavra “assim” no último parágrafo.,sedução sugerida pelo envolvimento direto do leitor marcado nos usos de “você” e “sua”.,humor gerado pelo uso das estruturas linguísticas que são objeto da reflexão desenvolvida.,E,humor gerado pelo uso das estruturas linguísticas que são objeto da reflexão desenvolvida.,E,E,gemini/gemini-3-pro-preview,8.8363,1,E
ENEM 25,"Do rádio ao podcast
Desde a disseminação do rádio no Brasil, entre as décadas de 1920 e 1930, principalmente no governo de Getúlio Vargas,
as pessoas passaram a dedicar uma parte de seu dia para escutar notícias, novelas, músicas e eventos esportivos em aparelhos
de som. O radiojornalismo, por sua vez, teve seu pontapé inicial durante a Revolução Constitucionalista (1932) e se desenvolveu
durante a Segunda Guerra Mundial (1939-1945).
Quando a TV surgiu, esperava-se que o rádio fosse totalmente substituído, porém ele se manteve em alta, pois o sinal de televisão
não cobria todos os lugares, diferentemente do rádio. Com o surgimento da internet, dos smartphones e de outros dispositivos
móveis, o rádio foi incorporado a essas novas tecnologias até o desenvolvimento da web rádio e do podcast, mostrando-se um
meio de comunicação versátil e democrático na área jornalística.
Para um pesquisador da Universidade Federal de Uberlândia (UFU), o rádio não se tornou obsoleto, visto que não deixou de
ser consumido e se reinventou com o tempo. “O podcast é uma continuação, uma evolução natural do rádio”, opina.
ALVES, A.; ALVES, C. Disponível em: https://comunica.ufu.br. Acesso em: 19 abr. 2024 (adaptado).
Ao abordar a trajetória dos meios de comunicação, esse texto propõe uma reflexão sobre a",tecnologia digital e seus desdobramentos no desenvolvimento da televisão.,evolução da tecnologia digital com o predomínio do podcast sobre o rádio.,permanência do rádio e sua evolução por meio da tecnologia digital.,influência da televisão sobre os programas de radiojornalismo.,interferência da tecnologia digital nas interações humanas.,C,permanência do rádio e sua evolução por meio da tecnologia digital.,C,C,gemini/gemini-3-pro-preview,12.1836,1,C
ENEM 25,"s funcionários de um zoológico observaram um aumento
na taxa de mortalidade de aves aquáticas por afogamento.
Um grupo de biólogos analisou o comportamento das aves por
várias semanas e observou que elas apresentavam dificuldade
de flutuação, por causa do encharcamento das penas com água.
O aumento na taxa de mortalidade dessas aves estava associado
a uma redução na",dilatação do papo.,reposição de penas das asas.,secreção da glândula uropigial.,formação da membrana natatória.,largura das cavidades de ossos pneumáticos.,C,secreção da glândula uropigial.,C,C,gemini/gemini-3-pro-preview,13.4987,1,C
