vestibular,questão,alternativa_a,alternativa_b,alternativa_c,alternativa_d,alternativa_e,alternativa_correta,area_conhecimento,alternativa escolhida pela ia,resposta original,modelo,processing time,temperature used during test
UNICAMP 26,"Em uma creche se realiza o “dia da troca do brinquedo”. Cada
criança leva um brinquedo para a escola e o guarda na Caixa
Divertida. Ao final do dia, cada criança retira um brinquedo da
Caixa Divertida sem olhar, e o leva para brincar em casa. Em uma sala com cinco crianças, qual é a probabilidade de exa-
tamente duas crianças retirarem da Caixa Divertida seus pró-
prios brinquedos?",1/5.,1/6.,1/25.,1/30.,,B,Matemática,P,"Para resolver essa questão, precisamos calcular a probabilidade de que exatamente duas crianças peguem seus próprios brinquedos.

**Passo 1: Calcular o número total de casos possíveis.**
Temos 5 crianças e 5 brinquedos. O número total de maneiras de distribuir os brinquedos é uma permutação de 5 elementos:
Total = 5! = 5 × 4 × 3 × 2 × 1 = 120.

**Passo 2: Calcular o número de casos favoráveis.**
Queremos que *exatamente* duas crianças peguem seus próprios brinquedos.
Isso significa que:
1.  Devemos escolher quais 2 crianças (dentre as 5) pegaram o brinquedo correto.
2.  As outras 3 crianças devem pegar brinquedos trocados (nenhuma pode pegar o seu próprio). Isso é um problema de ""desarranjo"" (permutação caótica) para 3 elementos.

*   **Escolha das 2 crianças:** Combinação de 5 elementos tomados 2 a 2.
    C(5, 2) = 5! / [2! (5-2)!] = (5 × 4) / (2 × 1) = 10 maneiras.

*   **Desarranjo das 3 crianças restantes (D₃):**
    As 3 crianças restantes devem trocar os brinquedos entre si de modo que ninguém fique com o seu. Vamos chamar as crianças de A, B, C e os brinquedos de a, b, c.
    As permutações possíveis de (a, b, c) são:
    - (a, b, c) -> Todos certos (não serve)
    - (a, c, b) -> A certo (não serve)
    - (b, a, c) -> C certo (não serve)
    - (b, c, a) -> Ninguém certo (Serve!)
    - (c, a, b) -> Ninguém certo (Serve!)
    - (c, b, a) -> B certo (não serve)
    
    Ou usando a fórmula do desarranjo: Dₙ = n! × (1/0! - 1/1! + 1/2! - ... + (-1)ⁿ/n!)
    D₃ = 3! × (1/1 - 1/1 + 1/2 - 1/6)
    D₃ = 6 × (0 + 1/2 - 1/6)
    D₃ = 6 × (3/6 - 1/6) = 6 × (2/6) = 2.

    Portanto, há 2 maneiras de as 3 crianças restantes pegarem brinquedos errados.

*   **Total de casos favoráveis:**
    Multiplicamos as maneiras de escolher as crianças certas pelas maneiras de errar as restantes:
    Casos Favoráveis = C(5, 2) × D₃ = 10 × 2 = 20.

**Passo 3: Calcular a probabilidade.**
Probabilidade = (Casos Favoráveis) / (Total de Casos)
P = 20 / 120
Simplificando a fração (dividindo por 20):
P = 1 / 6.

B",gemini/gemini-3-pro-preview,26.2476,0
UNICAMP 26,Considere A = { x∈ ℕ : | x −5| ≥ 2 e | x −11| ≤ 9 }. Quantos números primos pertencem ao conjunto A?  ,5.,6.,7.,8.,,C,Matemática,P,"Para resolver essa questão, precisamos determinar quais números naturais $x$ satisfazem as duas condições dadas simultaneamente e, em seguida, contar quantos desses números são primos.

**Condição 1:** $|x - 5| \ge 2$
Isso significa que a distância entre $x$ e 5 é maior ou igual a 2.
Isso se desdobra em duas desigualdades:
$x - 5 \ge 2 \Rightarrow x \ge 7$
OU
$x - 5 \le -2 \Rightarrow x \le 3$

Como $x \in \mathbb{N}$ (números naturais: $\{0, 1, 2, 3, ...\}$), os valores possíveis para esta condição são:
$\{0, 1, 2, 3\} \cup \{7, 8, 9, 10, ...\}$

**Condição 2:** $|x - 11| \le 9$
Isso significa que a distância entre $x$ e 11 é menor ou igual a 9.
$-9 \le x - 11 \le 9$
Somando 11 em todos os lados:
$2 \le x \le 20$

Os valores possíveis para esta condição são:
$\{2, 3, 4, ..., 20\}$

**Interseção das Condições:**
O conjunto A contém os números que satisfazem ambas as condições.
- Intervalo 1 (da condição 1): $x \le 3$ ou $x \ge 7$.
- Intervalo 2 (da condição 2): $2 \le x \le 20$.

Vamos ver quais números do Intervalo 2 se encaixam no Intervalo 1:
- Parte $x \le 3$: Os números em $\{2, 3, ..., 20\}$ que são $\le 3$ são $\{2, 3\}$.
- Parte $x \ge 7$: Os números em $\{2, 3, ..., 20\}$ que são $\ge 7$ são $\{7, 8, 9, ..., 20\}$.

Portanto, o conjunto A é:
$A = \{2, 3, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20\}$

**Identificando os Números Primos em A:**
Vamos listar os elementos de A e verificar quais são primos:
- 2 (Primo)
- 3 (Primo)
- 7 (Primo)
- 8 (Composto)
- 9 (Composto)
- 10 (Composto)
- 11 (Primo)
- 12 (Composto)
- 13 (Primo)
- 14 (Composto)
- 15 (Composto)
- 16 (Composto)
- 17 (Primo)
- 18 (Composto)
- 19 (Primo)
- 20 (Composto)

Os números primos são: 2, 3, 7, 11, 13, 17, 19.

Contando-os, temos um total de 7 números primos.

C",gemini/gemini-3-pro-preview,25.6694,0
UNICAMP 26,"Em um jogo de videogame sobre guerra, cada jogador deve
montar sua tropa escolhendo 100 combatentes. Ele tem à sua
disposição dois tipos de combatentes, soldados e estrategistas,
que possuem duas habilidades, astúcia e força, com as seguin-
tes pontuações:  o soldado tem 30 pontos de astúcia e 70 pontos de força.  o estrategista tem 80 pontos de astúcia e 20 pontos de força.  A força total da tropa é a soma das pontuações de força de
cada um dos combatentes, e a astúcia total da tropa é a soma
das pontuações de astúcia de cada um dos combatentes.   Para montar uma tropa de modo a obter as mesmas pontua-
ções de força total e de astúcia total, quantos soldados e quan-
tos estrategistas devem ser escolhidos?",70 soldados e 30 estrategistas,60 soldados e 40 estrategistas,50 soldados e 50 estrategistas,40 soldados e 60 estrategistas,,B,Matemática,P,"Para resolver essa questão, vamos definir as variáveis e montar um sistema de equações.

Sejam:
*   $S$ = número de soldados
*   $E$ = número de estrategistas

Sabemos que o total de combatentes é 100:
1) $S + E = 100 \Rightarrow E = 100 - S$

Agora, vamos calcular a Força Total ($F_t$) e a Astúcia Total ($A_t$):

*   **Soldado:** 30 astúcia, 70 força
*   **Estrategista:** 80 astúcia, 20 força

A equação da Força Total é:
$F_t = 70S + 20E$

A equação da Astúcia Total é:
$A_t = 30S + 80E$

O problema pede que a força total seja igual à astúcia total ($F_t = A_t$):
$70S + 20E = 30S + 80E$

Vamos resolver essa equação:
$70S - 30S = 80E - 20E$
$40S = 60E$
$4S = 6E$
$2S = 3E$

Agora, substituímos $E$ pela expressão encontrada na primeira equação ($E = 100 - S$):
$2S = 3(100 - S)$
$2S = 300 - 3S$
$2S + 3S = 300$
$5S = 300$
$S = 300 / 5$
$S = 60$

Se temos 60 soldados, o número de estrategistas é:
$E = 100 - 60$
$E = 40$

Portanto, a tropa deve ter 60 soldados e 40 estrategistas.

Analisando as alternativas:
A) 70 soldados e 30 estrategistas
B) 60 soldados e 40 estrategistas
C) 50 soldados e 50 estrategistas
D) 40 soldados e 60 estrategistas
E) nan

A alternativa correta é a B.

B",gemini/gemini-3-pro-preview,18.5986,0
UNICAMP 26,"É advogado com d mudo, estúpida!
Mirian Goldenberg
Antropóloga e professora da Universidade Federal do Rio de Janei-
ro, é autora de “A Invenção de uma Bela Velhice”  Fiz um vídeo para o Instagram sobre a minha coluna intitula-
da No dia 1º de abril, quase caí no golpe do ‘falso advogado’.
No vídeo, confessei que quase morri de vergonha por quase ter
caído em um golpe no Dia da Mentira.
Fiquei triste quando li alguns dos comentários sobre o vídeo:
“AdEvogado?; “Não é adevogado que fala”; “A desinforma-
da que fala adêvogado aprendeu o que é golpe de verdade
kkkk”; “Adevogado? Pode isso? Uma ‘intelequitual’ brasileira
da linha de frente falando assim?”; “Um currículo e tanto e
falando adevogado?; “Chamou de adEvogado. Então não foi
difícil entender por que caiu em golpe... Eu teria é vergonha de
falar adEvogado”; “A palavra ‘advogado’ se pronuncia ‘advo-
gado’, com o ‘d’ mudo. A pronúncia adevogado é um erro de
ortoépia”; “É advogado com ‘d’ mudo, estúpida!”.
Perguntei ao meu marido, que editou o vídeo, por que ele
não me falou nada. Ele respondeu: “Porque eu acho bonitinho.
Você é filha de advogado e tem dois irmãos advogados. Des-
de menina aprendeu a falar assim. Não é fácil falar ‘advogado’
com o ‘d’ mudo. Eu falo advogado com ‘i’: adivogado. Será que
alguém consegue falar advogado com o ‘d’ mudo?”
Da próxima vez que fizer uma denúncia importante, vou ten-
tar falar advogado com o “d” mudo. Será que vou conseguir?   Considerando que consoantes mudas não são seguidas de uma
vogal, e levando em conta as duas pronúncias para advogado
mencionadas no texto, as críticas reproduzidas no segundo pa-
rágrafo revelam","preconceito linguístico, já que os comentários negativos fo-
ram motivados pelo fato de a autora ter um baixo nível de
escolaridade.","desconhecimento linguístico, uma vez que a palavra advo-
gado não é pronunciada com “d” mudo no português bra-
sileiro.","negacionismo linguístico, pois os críticos não reconhecem
que a pronúncia adevogado é a mais comum na norma cul-
ta.","correção linguística, porque só uma das duas pronúncias
ocorre no português, enquanto a outra é um desvio foné-
tico.",,B,Linguagens (Língua Portuguesa/Linguística),E,E,gemini/gemini-3-pro-preview,14.9537,0
UNICAMP 26,"A rua é nóix! Sempre com letra minúscula, porque não é o Nós
da totalidade, uma vez que não sabemos exatamente quem ou
quantos somos, quem faz parte ou não, quem está dentro ou
fora. Mas, se pegar para um, vai pegar pra geral. O nóix é sem-
pre mais que um. Mesmo sozinho, na missão, existe algo para
além da presença física do eu e do outro. Assumindo nossas
ancestralidades, convivemos com os espíritos daqueles que já
se foram. O nóix opera pela lógica dos bondes de galera, do
lado A ou lado B. Quem é amigo fecha com a gente, quem é
alemão rala. Porque o fechamento é o fundamento ético das
ruas. Recebe-se quem chega de boa, na paz, mas, se vacila, vai.
Com i e x, o nóix demarca um sotaque, um registro local, um
lugar, o Pretuguês de Lélia Gonzalez. Desobedecendo à instituída norma culta, o nóix – escrito ou falado – revela sua potên-
cia operando à margem da obediência à linguagem fonética
dominante. O nóix é a potência da contaminação diferencial
das diversidades de um povo em tempos e espaços múltiplos,
que se repete numa atmosfera espectral que ultrapassa a lógica
temporal predominante.   Sobre a diferença que o texto estabelece entre Nós e nóix, po-
demos afirmar que está relacionada a uma distinção","sociocultural, pois esses termos se referem a grupos demar-
cados distintamente: enquanto Nós é bem delimitado, nóix
diz respeito a uma coletividade difusa, mas marcada por
compartilhar vivências específicas.","gramatical, pois esses termos não pertencem à mesma clas-
se de palavras: enquanto Nós é um pronome típico da nor-
ma culta, nóix é um substantivo popular que serve à expres-
são da diversidade.","histórica, pois esses termos caracterizam os indivíduos em
função do seu passado: enquanto Nós abrange aqueles sem
ancestralidade, nóix reúne os que assumem os ancestrais
como parte de sua história.","política, pois esses termos revelam uma polarização na for-
ma de se relacionar com o poder: enquanto Nós simboliza
o apoio à opressão social, nóix caracteriza uma rejeição aos
poderes instituídos.",,A,Linguagens (Língua Portuguesa/Linguística),A,A,gemini/gemini-3-pro-preview,13.9003,0
UNICAMP 26,"A rua é nóix! Sempre com letra minúscula, porque não é o Nós
da totalidade, uma vez que não sabemos exatamente quem ou
quantos somos, quem faz parte ou não, quem está dentro ou
fora. Mas, se pegar para um, vai pegar pra geral. O nóix é sem-
pre mais que um. Mesmo sozinho, na missão, existe algo para
além da presença física do eu e do outro. Assumindo nossas
ancestralidades, convivemos com os espíritos daqueles que já
se foram. O nóix opera pela lógica dos bondes de galera, do
lado A ou lado B. Quem é amigo fecha com a gente, quem é
alemão rala. Porque o fechamento é o fundamento ético das
ruas. Recebe-se quem chega de boa, na paz, mas, se vacila, vai.
Com i e x, o nóix demarca um sotaque, um registro local, um
lugar, o Pretuguês de Lélia Gonzalez. Desobedecendo à instituída norma culta, o nóix – escrito ou falado – revela sua potên-
cia operando à margem da obediência à linguagem fonética
dominante. O nóix é a potência da contaminação diferencial
das diversidades de um povo em tempos e espaços múltiplos,
que se repete numa atmosfera espectral que ultrapassa a lógica
temporal predominante.    A partir das análises de Lélia Gonzalez – intelectual, professora
universitária, mulher, negra e feminista – conseguimos compre-
ender quão extensa é a introdução de palavras e termos de ori-
gens africanas na nossa língua. O Pretuguês é, então, parte da
africanização da língua portuguesa brasileira. As pessoas negras
escravizadas resistiam de inúmeras formas, lutando, fugindo,
se organizando, mas também através da fala, no jeito de agir e
na forma de viver que se enraizou na maneira de ser de todo o
Brasil. E isso vem da ancestralidade, é o passar do conhecimen-
to através do tempo e das relações de respeito pelo que veio
antes, através do cântico antigo, da reza falada, da contação
de história que os entrelaços linguísticos vão formando. Muitos
vocábulos estão tão acomodados no nosso idioma que sequer
paramos para pensar sua origem e seu significado. Mas são de
origem africana, como dengo, quitanda, cafuné, muvuca, ca-
çula e axé.   Considerando esse texto, a menção ao “Pretuguês de Lélia
Gonzalez” no artigo de Marcelo José Derzi Moraes, apresenta-
do na questão anterior, ocorre pelo fato de nóix ser","um vocábulo introduzido no Brasil pelos africanos escraviza-
dos, da mesma forma que outras palavras de origem africa-
na acomodadas na língua.","uma expressão identitária que serve para demarcar os ne-
gros brasileiros e segregá-los dos demais grupos étnico-ra-
ciais que compõem o país.","uma marca linguística associada a um grupo cujos ancestrais
reúnem aqueles que contribuíram para a africanização do
português brasileiro.","um traço dialetal característico dos sotaques urbanos brasi-
leiros que são fortemente marcados pela presença de pala-
vras africanas.",,C,Linguagens (Língua Portuguesa/Linguística),C,C,gemini/gemini-3-pro-preview,14.2272,0
UNICAMP 26,"Em seu ensaio “A vida não é útil”, Ailton Krenak elege Carlos
Drummond de Andrade como um de seus “escudos”. Ele cita
a última estrofe de “O Homem; as Viagens”, poema publicado
em As impurezas do Branco (1973). Reproduzimos, a seguir, a
primeira e a segunda estrofe desse poema:  “O Homem; as Viagens O homem, bicho da Terra tão pequeno
chateia-se na Terra
lugar de muita miséria e pouca diversão,
faz um foguete, uma cápsula, um módulo
toca para a Lua
desce cauteloso na Lua
pisa na Lua
planta bandeirola na Lua
experimenta a Lua
coloniza a Lua
civiliza a Lua
humaniza a Lua.  Lua humanizada: tão igual à Terra.
O homem chateia-se na Lua.
Vamos para Marte – ordena a suas máquinas.
Elas obedecem, o homem desce em Marte
pisa em Marte
experimenta
coloniza
civiliza
humaniza Marte com engenho e arte.  Marte humanizado, que lugar quadrado. (...)”    Em relação às reflexões de Ailton Krenak, é correto afirmar que
esse trecho do poema","responsabiliza a ciência e tecnologia, desgastadas em seus
valores, pela corrosão das relações nas sociedades contem-
porâneas.","mostra que os Homens, guiados pela ideia de progresso,
não adotam uma postura consciente em relação ao seu es-
paço.","evidencia que a Terra, desgastada em seus valores, foi supe-
rada pelos elementos da conquista espacial.","identifica a aniquilação das sociedades contemporâneas nos
programas de governos persuadidos pelo progresso.",,B,Linguagens (Literatura),B,B,gemini/gemini-3-pro-preview,15.174,0
UNICAMP 26,"Leia os textos 1 e 2.   Texto 1
Aos óculos Só fingem que põem
o mundo ao alcance
dos meus olhos míopes. Na verdade, me exilam
dele com filtrar-lhe
a menor imagem. Já não vejo as coisas
como são: vejo-as como eles querem
que as veja. Logo, são eles que veem,
não eu que, mesmo cônscio
do logro, lhes sou grato por anteciparem em mim
o Édipo curioso
de suas próprias trevas.    Texto 2
“Do grego odé e do latim ōde (ou ōda), a ode era, na antigui-
dade clássica, um poema destinado a ser cantado, ou um canto
alegre, triste ou lírico. Era um poema de alguma extensão, de
elevado assunto ou nobre, expressando sentimentos ilustres,
em homenagem a algo ou a alguém. Apresentava também a
elaboração estrófica, bem como estilo formal nobre e cerimo-
nioso”.    É correto afirmar que a ode mínima de José Paulo Paes reelabo-
ra a definição clássica de “ode” ao","respeitar a elevação do assunto, a nobreza do tom e os sen-
timentos ilustres.","utilizar-se de um tom elevado e cerimonioso para a home-
nagem.","dirigir-se a um objeto, vinculando-se ao gênero canção po-
pular.","celebrar um objeto fundamental, os óculos, e não algo/al-
guém ilustre.",,D,Linguagens (Literatura),D,D,gemini/gemini-3-pro-preview,19.4567,0
UNICAMP 26,"No conto “Réplica”, que integra a coletânea No seu pescoço,
de Chimamanda Adichie, a protagonista vive","o choque cultural, consequente das diásporas africanas con-
temporâneas, reelaborado pelas observações de Nkem.","as contradições culturais, consequentes do processo de re-
colonização da Nigéria, expressas pelos negócios ilícitos de
Obiora.","a opressão feminina, consequente da falência do modelo
africano de sororidade, como no relato de Ijemamaka.","o sentimento de nacionalismo, consequente das saudades
de práticas culturais, como no estranhamento dos vizinhos
brancos (povo oyibo).",,A,Linguagens (Literatura),A,A,gemini/gemini-3-pro-preview,19.3909,0
UNICAMP 26,"Leia a citação a seguir, extraída do conto “Pera, uva ou maçã?”,
publicado no livro Morangos mofados, de Caio Fernando
Abreu, e assinale a alternativa correta sobre o excerto.   Foi então que vi aquelas ameixas e achei tão bonitas e tão
vermelhas que pedi um quilo e era minha última grana certo
porque meus pais não me dão nada e daí eu pensei assim se
comprar essas ameixas agora vou ter que voltar a pé para casa
mas que importa volto a pé mesmo pode ser até que acorde um
pouco e aquela coisa lá longe volte pra perto de mim e então eu
vinha caminhando devagarinho as ameixas eu não conseguia
parar de comer sabe já tinha comido acho que umas seis estava
toda melada quando dobrei a esquina aqui da rua e ia saindo
um caixão de defunto do sobrado amarelo na esquina certo
acho que era um caixão cheio quer dizer com defunto dentro
porque ia saindo e não entrando certo e foi bem na hora que
eu dobrei não deu tempo de parar nem de desviar daí então
eu tropecei no caixão e as ameixas todas caíram assim paf! na
calçada e foi aí que eu reparei naquelas pessoas todas de preto
e óculos escuros e lenços no nariz e uma porrada de coroas de
flores devia ser um defunto muito rico certo e aquele carro fú-
nebre ali parado e só aí eu entendi que era um velório.  ","A presença de orações como “foi então que vi”, “foi aí que
eu reparei” e “só aí eu entendi” cria um efeito de retarda-
mento da narrativa, o que reflete o estado psicológico de
apatia da personagem que fala.","A ausência de pontuação cria um efeito de aceleração da
narrativa, o que reflete o estado psicológico de ansiedade
da personagem que fala.","A presença de orações como “foi então que vi”, “foi aí que
eu reparei” e “só aí eu entendi” rompe a sequência tempo-
ral da narrativa, prejudicando o seu desenvolvimento lógico.","A ausência de pontuação desorganiza a sequência das
ações da personagem, o que reflete sua confusão e causa
uma ambiguidade de sentido em sua narrativa.",,B,Linguagens (Literatura),B,B,gemini/gemini-3-pro-preview,19.4266,0
UNICAMP 26,"O sineiro era um preto velho e doido. Não fazia mais que tocar
o sino da capela, para a missa, aos domingos. O resto do tem-
po vivia calado ou resmungando. Ninguém lhe falava, embora
fosse manso. [...] Com a razão, perdera a convivência dos mais.
Vivia entregue aos pensamentos solitários, mergulhado na in-
consciência e na solidão. A moça representava aos olhos dele
alguma coisa mais do que uma simples criatura, era a sociedade
humana, e uma sombra de sombra da consciência antiga.  No enredo de Casa Velha, é possível afirmar que a cena em que
aparece a figura do sineiro cumpre o papel de","mostrar a solidariedade de classe desenvolvida por Lalau
que, sendo uma agregada, identifica seus interesses com os
do velho sineiro.","exibir o caráter caridoso de Dona Antônia, que mantém o
escravizado sob seus cuidados mesmo após deixar de ser útil
como trabalhador.","expor a Dona Antônia o sentimento existente entre Lalau e
seu filho, enquanto ele observa a compaixão da moça pelo
sineiro.","sugerir a complexidade da organização social característica
da Casa Velha, na qual se via representada toda a sociedade
humana.",,C,Linguagens (Literatura),C,C,gemini/gemini-3-pro-preview,20.4564,0
UNICAMP 26,"Leia os versos da canção abaixo e assinale a alternativa correta.  ALVORADA  Alvorada lá no morro, que beleza,
Ninguém chora, não há tristeza,
Ninguém sente dissabor.
O sol colorindo é tão lindo, é tão lindo.
E a natureza sorrindo, tingindo, tingindo.
Você também me lembra a alvorada
Quando chega iluminando
Meus caminhos tão sem vida.
E o que me resta
é bem pouco, quase nada,
do que ir assim vagando
numa estrada perdida.   ","O eu-lírico enfatiza a harmonia entre a cena idílica do morro
no momento da alvorada e a alegria de sua vida junto à
pessoa amada.","O eu-lírico enfatiza um contraste entre a alegria da alvora-
da no morro e a pobreza das pessoas que habitam aquele
espaço.","A alvorada no morro é, para o eu-lírico, como a imagem da
pessoa amada, que lhe traz alegria, apesar de sua desilusão
e desesperança.","A alvorada no morro funciona, no poema, como imagem
do futuro que pode ser transformado pelo amor, apesar das
condições de vida difíceis.",,C,Linguagens (Literatura/Arte),C,C,gemini/gemini-3-pro-preview,21.0875,0
UNICAMP 26,"Aviões são os únicos meios de transporte que cruzam continen-
tes em um dia. Apesar dos avanços em eficiência energética,
as aeronaves contribuem com 3,5% do aquecimento global.
Por isso, existe o interesse em substituir o querosene usado por
essas aeronaves por hidrogênio, com destaque para o uso do
hidrogênio líquido combustível. A tabela a seguir apresenta da-
dos desses dois tipos de combustíveis na aviação.  CombustívelEnergia
combustão
(kJ·mol−1)Densidade
do líquido
(g·cm−3)Massa molar
(g·mol−1)
Querosene*67450,804153
Hidrogênio2400,0712
* valores médios e aproximados.
Características como massa e volume da aeronave são fatores
importantes para seu desempenho. Levando em conta essa in-
formação, para uma mesma quantidade de energia gerada pelo
combustível, é correto afirmar que o hidrogênio é melhor que
o querosene, pois",sua razão energia por volume é maior.,o volume utilizado será menor.,sua razão energia por massa é maior.,a massa utilizada será maior.,,C,Ciências da Natureza (Química),P,"Para resolver essa questão, precisamos comparar a energia liberada por unidade de massa e por unidade de volume para ambos os combustíveis.

**1. Cálculo da Energia por Massa (Densidade Energética Gravimétrica):**
A fórmula é: $\frac{\text{Energia de combustão}}{\text{Massa molar}}$

*   **Querosene:** $\frac{6745 \text{ kJ/mol}}{153 \text{ g/mol}} \approx 44,1 \text{ kJ/g}$
*   **Hidrogênio:** $\frac{240 \text{ kJ/mol}}{2 \text{ g/mol}} = 120 \text{ kJ/g}$

Comparação: O hidrogênio libera muito mais energia por grama (120 kJ/g) do que o querosene (44,1 kJ/g). Isso significa que, para gerar a mesma quantidade de energia, a massa de hidrogênio necessária é muito menor.

**2. Cálculo da Energia por Volume (Densidade Energética Volumétrica):**
A fórmula é: $\text{Energia por massa} \times \text{Densidade}$

*   **Querosene:** $44,1 \text{ kJ/g} \times 0,804 \text{ g/cm}^3 \approx 35,5 \text{ kJ/cm}^3$
*   **Hidrogênio:** $120 \text{ kJ/g} \times 0,071 \text{ g/cm}^3 \approx 8,5 \text{ kJ/cm}^3$

Comparação: O querosene tem uma densidade energética por volume muito maior. O hidrogênio ocupa muito mais espaço para fornecer a mesma energia.

**Análise das Alternativas:**

*   A) Incorreto. A razão energia por volume do hidrogênio é menor (8,5 vs 35,5).
*   B) Incorreto. Como a densidade do hidrogênio é muito baixa, o volume necessário seria muito maior.
*   **C) Correto.** A razão energia por massa do hidrogênio (120 kJ/g) é muito maior que a do querosene (44,1 kJ/g). Isso é uma vantagem crucial na aviação, pois reduz o peso de decolagem.
*   D) Incorreto. A massa utilizada seria menor, não maior.

C",gemini/gemini-3-pro-preview,25.1407,0
UNICAMP 26,"A Agência Nacional do Petróleo (ANP) é responsável por im-
plementar a política nacional de combustíveis e proteger os in-
teresses dos consumidores quanto a preço, qualidade e oferta
de produtos, além de especificar a qualidade dos derivados de
petróleo, do gás natural e de seus derivados e dos biocombus-
tíveis. Nesse sentido, a resolução ANP 907, de 2022, especifica
algumas características do Etanol Anidro Combustível (EAC),
do Etanol Hidratado Combustível (EHC) e do Etanol Hidratado
Combustível Premium (EHCP). Algumas dessas características
estão na tabela a seguir e nas alternativas.
CombustívelMassa Específica
(kg/m3)Teor Alcoólico
(% massa)
EAC791,5 (a)99,3 (b)
EHC(c)entre 92,5 e 94,6
EHCP(d)entre 95,5 e 96,5     Considerando que água e etanol formam uma mistura ideal,
para preencher corretamente essa tabela, as letras a, b, c e d
devem corresponder, respectivamente, a",máximo; mínimo; entre 805 e 811 e entre 800 e 803.,mínimo; máximo; entre 805 e 811 e entre 800 e 803.,máximo; mínimo; entre 800 e 803 e entre 805 e 811.,mínimo; máximo; entre 800 e 803 e entre 805 e 811.,,A,Ciências da Natureza (Química),A,A,gemini/gemini-3-pro-preview,20.3506,0
ENEM 25,"— Vejo, disse ele com algum acanhamento, que o doutor não
é nenhum pé-rapado, mas nunca é bom facilitar... Minha filha
Nocência fez 18 anos pelo Natal, e é rapariga que pela feição parece
moça de cidade, muito ariscazinha de modos, mas bonita e boa
deveras... Coitada, foi criada sem mãe, e aqui nestes fundões. [...]
— Ora muito que bem, continuou Pereira caindo aos poucos
na habitual garrulice, quando vi a menina tomar corpo, tratei
logo de casá-la.
— Ah! é casada? perguntou Cirino.
— Isto é, é e não é. A coisa está apalavrada. Por aqui costuma
labutar no costeio do gado para São Paulo um homem de mão-
cheia, que talvez o sr. conheça... o Manecão Doca...
— Não, respondeu Cirino abanando a cabeça.
— Pois isso é um homem às direitas, desempenado e trabucador
como ele só... fura estes sertões todos e vem tangendo pontes de
gado que metem pasmo. Também dizem que tem bichado muito
e ajuntado cobre grosso, o que é possível, porque não é gastador
nem dado a mulheres. Uma feita que estava aqui de pousada...
olhe, mesmo neste lugar onde estava mecê inda agorinha, falei-lhe
em casamento... isto é, dei-lhe uns toques... porque os pais devem
tomar isso a si para bem de suas famílias; não acha?
— Boa dúvida, aprovou Cirino, dou-lhe toda a razão; era
do seu dever.
TAUNAY, A. d’E. Inocência. Disponível em: www.dominiopublico.gov.br.
Acesso em: 29 fev. 2024.
Nesse trecho, ao se referir à sua filha, o pai de Inocência reproduz
os ideais românticos, presentes na",valorização do ambiente rural na formação moral da mulher.,figura decorativa da mulher ante o protagonismo masculino,equivalência de origem social para a harmonia do casal.,importância do dote como condição para o casamento.,aura de mistério sobre a identidade da jovem.,B,figura decorativa da mulher ante o protagonismo masculino.,B,B,gemini/gemini-3-pro-preview,19.7215,0
ENEM 25,"O Ministério do Esporte no Brasil lançou o programa Maré
Inclusiva, em 2024, ano dos Jogos Paralímpicos de Paris. Esse
programa visa ampliar as oportunidades para pessoas com
deficiência que desejam praticar o surf. O parasurf é a prática
do surf adaptada para permitir que pessoas com deficiência
pratiquem o esporte em todas as suas categorias, modalidades
e manifestações. Para a Secretaria Nacional do Paradesporto,
a iniciativa é mais do que um programa de esporte, é uma
iniciativa que busca transformar vidas e promover a inclusão por
meio do parasurf, criando um legado de igualdade e respeito.
Disponível em: www.gov.br/esporte. Acesso em: 6 set. 2024 (adaptado).
De acordo com esse texto, o programa voltado ao estímulo da
prática do parasurf evidencia a",adesão de diferentes países a programas inclusivos.,preocupação política em atender a demandas paralímpicas.,importância de uma política pública esportiva para a inclusão.,eficiência das iniciativas de inclusão em megaeventos esportivos.,"escassez de investimento em práticas corporais de aventura
na natureza.",C,importância de uma política pública esportiva para a inclusão.,C,C,gemini/gemini-3-pro-preview,18.7112,0
ENEM 25,"Art. 26-A. Nos estabelecimentos de ensino fundamental
e médio, oficiais e particulares, torna-se obrigatório o ensino
sobre História e Cultura Afro-Brasileira.
§ 1º O conteúdo programático a que se refere o caput deste
artigo incluirá o estudo da História da África e dos Africanos, a luta
dos negros no Brasil, a cultura negra brasileira e o negro na formação
da sociedade nacional, resgatando a contribuição do povo negro nas
áreas social, econômica e política pertinentes à História do Brasil.
§ 2º Os conteúdos referentes à História e Cultura Afro-
-Brasileira serão ministrados no âmbito de todo o currículo
escolar, em especial nas áreas de Educação Artística e de
Literatura e História Brasileiras.
BRASIL. Lei n. 10 639/2003. Disponível em: www.gov.br/planalto.
Acesso em: 5 maio 2024.
O emprego da norma-padrão é justificado nesse texto",pela especialização de seu público-alvo.,pela relevância cultural de seu conteúdo.,pelos contextos pedagógicos em que circula.,pela importância para os grupos étnico-raciais.,pelas características do gênero a que pertence.,E,pelas características do gênero a que pertence.,E,E,gemini/gemini-3-pro-preview,15.0844,0
